bioguide_id,state,party,full_name,url,twitter,twitter_id,facebook,id.bioguide,social.twitter,social.facebook,social.youtube_id,social.twitter_id,social.youtube,social.instagram,social.instagram_id
W000822,NJ,Democrat,Bonnie Watson Coleman,https://watsoncoleman.house.gov,RepBonnie,2968451607.0,RepBonnie,W000822,RepBonnie,RepBonnie,UCrxEaX0VKZKwg3930du2D5A,2968451607,,repbonnie,
S001196,NY,Republican,Elise M. Stefanik,https://stefanik.house.gov,RepStefanik,2962813893.0,RepEliseStefanik,S001196,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,2962813893,,repstefanik,
B001296,PA,Democrat,Brendan F. Boyle,https://boyle.house.gov,CongBoyle,4304448314.0,CongressmanBoyle,B001296,CongBoyle,CongressmanBoyle,UCMP_Anj7lz4eZuSh8GwFqQQ,4304448314,,,
B001291,TX,Republican,Brian Babin,https://babin.house.gov,RepBrianBabin,2929491549.0,RepBrianBabin,B001291,RepBrianBabin,RepBrianBabin,UCPVEZgw-VbDRbLV1MRGVQNQ,2929491549,,,
B001292,VA,Democrat,"Donald S. Beyer, Jr.",https://beyer.house.gov,RepDonBeyer,2962868158.0,RepDonBeyer,B001292,RepDonBeyer,RepDonBeyer,UCPJGVbOVcAVGiBwq8qr_T9w,2962868158,,repdonbeyer,
P000610,VI,Democrat,Stacey E. Plaskett,https://plaskett.house.gov,StaceyPlaskett,2724095695.0,repstaceyplaskett,P000610,StaceyPlaskett,repstaceyplaskett,UC3V7biFZHDFHDFZy6cCSZUA,2724095695,,stacey_plaskett,
N000189,WA,Republican,Dan Newhouse,https://newhouse.house.gov,RepNewhouse,2930635215.0,RepNewhouse,N000189,RepNewhouse,RepNewhouse,UCllbsv_aoIaPS6W3aSonZlw,2930635215,,repnewhouse,
G000576,WI,Republican,Glenn Grothman,https://grothman.house.gov,RepGrothman,2976606250.0,RepGrothman,G000576,RepGrothman,RepGrothman,UCui4k83Cot4aeVW_8T33fgg,2976606250,,repglenngrothman,
R000600,AS,Republican,Aumua Amata Coleman Radewagen,https://radewagen.house.gov,RepAmata,3026622545.0,aumuaamata,R000600,RepAmata,aumuaamata,UCGdrLQbt1PYDTPsampx4t1A,3026622545,,,
S001198,AK,Republican,Dan Sullivan,https://www.sullivan.senate.gov,SenDanSullivan,2891210047.0,SenDanSullivan,S001198,SenDanSullivan,SenDanSullivan,UC7tXCm8gKlAhTFo2kuf5ylw,2891210047,,sen_dansullivan,1660873387.0
E000295,IA,Republican,Joni Ernst,https://www.ernst.senate.gov,SenJoniErnst,2856787757.0,senjoniernst,E000295,SenJoniErnst,senjoniernst,UCLwrmtF_84FIcK3TyMs4MIw,2856787757,,senjoniernst,1582702853.0
T000476,NC,Republican,Thom Tillis,https://www.tillis.senate.gov,SenThomTillis,2964174789.0,SenatorThomTillis,T000476,SenThomTillis,SenatorThomTillis,UCUD9VGV4SSGWjGdbn37Ea2w,2964174789,,senthomtillis,
R000605,SD,Republican,Mike Rounds,https://www.rounds.senate.gov,SenatorRounds,2955485182.0,SenatorMikeRounds,R000605,SenatorRounds,SenatorMikeRounds,UC-pvzimyBdpdkcIfsicrfrQ,2955485182,,senatorrounds,
K000388,MS,Republican,Trent Kelly,https://trentkelly.house.gov,RepTrentKelly,3317799825.0,reptrentkelly,K000388,RepTrentKelly,reptrentkelly,UCtDrz-8tdg4ZgOAQHToSWaQ,3317799825,,reptrentkelly,
L000585,IL,Republican,Darin LaHood,https://lahood.house.gov,RepLaHood,3686482216.0,replahood,L000585,RepLaHood,replahood,UCVRbtFwaBGcixZIkygtalRw,3686482216,,,
D000626,OH,Republican,Warren Davidson,https://davidson.house.gov,WarrenDavidson,7.427355302873047e+17,CongressmanWarrenDavidson,D000626,WarrenDavidson,CongressmanWarrenDavidson,UCMzuyZWzk44YRNesFzPTeUw,742735530287304704,,instawarrendavidson,
C001108,KY,Republican,James Comer,https://comer.house.gov,RepJamesComer,1.2748527942063882e+18,congressmancomer,C001108,RepJamesComer,congressmancomer,,1274852794206388225,,congressmancomer,
E000296,PA,Democrat,Dwight Evans,https://evans.house.gov,RepDwightEvans,90639372.0,RepDwightEvans,E000296,RepDwightEvans,RepDwightEvans,,90639372,,repdwightevans,
K000393,LA,Republican,John Kennedy,https://www.kennedy.senate.gov/public,SenJohnKennedy,8.166832740766147e+17,JohnKennedyLouisiana,K000393,SenJohnKennedy,JohnKennedyLouisiana,,816683274076614656,UCDgjkA5Y_npoxeUiSW18JZQ,SenJohnKennedy,
H001076,NH,Democrat,Margaret Wood Hassan,https://www.hassan.senate.gov,SenatorHassan,946549322.0,SenatorHassan,H001076,SenatorHassan,SenatorHassan,,946549322,,senatorhassan,
C001113,NV,Democrat,Catherine Cortez Masto,https://www.cortezmasto.senate.gov,SenCortezMasto,8.113135657601638e+17,SenatorCortezMasto,C001113,SenCortezMasto,SenatorCortezMasto,UCip_83SiKUqwnUT57VOXrCg,811313565760163844,,sencortezmasto,
S001190,IL,Democrat,Bradley Scott Schneider,https://schneider.house.gov,RepSchneider,1071840474.0,CongressmanBradSchneider,S001190,RepSchneider,CongressmanBradSchneider,,1071840474,RepBradSchneider,repschneider,
B001302,AZ,Republican,Andy Biggs,https://biggs.house.gov,RepAndyBiggsAZ,8.166526166251684e+17,RepAndyBiggs,B001302,RepAndyBiggsAZ,RepAndyBiggs,UCqSq9kWOxk9yNTeILBCVC1w,816652616625168388,,repandybiggs,
K000389,CA,Democrat,Ro Khanna,https://khanna.house.gov,RepRoKhanna,8.162989184682598e+17,RepRoKhanna,K000389,RepRoKhanna,RepRoKhanna,UCr4KOYv1o1oEQhy1jhhm3pQ,816298918468259841,,reprokhanna,
P000613,CA,Democrat,Jimmy Panetta,https://panetta.house.gov,RepJimmyPanetta,7.967366125541171e+17,RepJimmyPanetta,P000613,RepJimmyPanetta,RepJimmyPanetta,UCmw-aERG51C96edMDPN7fXQ,796736612554117120,,repjimmypanetta,
C001112,CA,Democrat,Salud O. Carbajal,https://carbajal.house.gov,RepCarbajal,8.161576678823731e+17,repsaludcarbajal,C001112,RepCarbajal,repsaludcarbajal,,816157667882373120,repcarbajal,repcarbajal,
B001300,CA,Democrat,Nanette Diaz Barragán,https://barragan.house.gov,RepBarragan,8.168339254567895e+17,CongresswomanBarragan,B001300,RepBarragan,CongresswomanBarragan,,816833925456789505,,repbarragan,
C001110,CA,Democrat,J. Luis Correa,https://correa.house.gov,RepLouCorrea,8.159850394858373e+17,RepLouCorrea,C001110,RepLouCorrea,RepLouCorrea,UCIKJJp4QJIDjnjodc23qKkw,815985039485837312,,reploucorrea,
B001303,DE,Democrat,Lisa Blunt Rochester,https://www.bluntrochester.senate.gov,RepLBR,8.170502190073283e+17,Rep.BluntRochester,B001303,RepLBR,Rep.BluntRochester,,817050219007328258,,senlbr,
D000628,FL,Republican,Neal P. Dunn,https://dunn.house.gov,DrNealDunnFL2,8.15952318487298e+17,drnealdunnfl2,D000628,DrNealDunnFL2,drnealdunnfl2,UCRTGfrYP-RuDzJ2KGok7TRA,815952318487298048,,,
R000609,FL,Republican,John H. Rutherford,https://rutherford.house.gov,RepRutherfordFL,8.289772165958492e+17,RepRutherfordFL,R000609,RepRutherfordFL,RepRutherfordFL,,828977216595849216,Reprutherfordfl,reprutherfordfl,
S001200,FL,Democrat,Darren Soto,https://soto.house.gov,RepDarrenSoto,8.187134656530514e+17,CongressmanDarrenSoto,S001200,RepDarrenSoto,CongressmanDarrenSoto,,818713465653051392,repdarrensoto,RepDarrenSoto,
M001199,FL,Republican,Brian J. Mast,https://mast.house.gov,RepBrianMast,8.141039504042394e+17,repbrianmast,M001199,RepBrianMast,repbrianmast,,814103950404239360,repbrianmast,RepBrianMast,
K000391,IL,Democrat,Raja Krishnamoorthi,https://krishnamoorthi.house.gov,CongressmanRaja,8.141790319564882e+17,congressmanraja,K000391,CongressmanRaja,congressmanraja,,814179031956488192,,congressmanraja,
B001299,IN,Republican,Jim Banks,https://www.banks.senate.gov,RepJimBanks,8.161313190339502e+17,RepJimBanks,B001299,RepJimBanks,RepJimBanks,UC_FR6TySW9uxvhjozkis6Xg,816131319033950208,,repjimbanks,
M001198,KS,Republican,Roger Marshall,https://www.marshall.senate.gov,SenatorMarshall,1.336344005588738e+18,RogerMarshallMD,M001198,SenatorMarshall,RogerMarshallMD,,1336344005588738052,UCR3nOFMqBB-kRpKFwgapMaQ,senrogermarshall,
H001077,LA,Republican,Clay Higgins,https://clayhiggins.house.gov,RepClayHiggins,8.436369705386189e+17,CongressmanClayHiggins,H001077,RepClayHiggins,CongressmanClayHiggins,,843636970538618880,,RepClayHiggins,
J000299,LA,Republican,Mike Johnson,https://mikejohnson.house.gov,RepMikeJohnson,8.272797652875592e+17,RepMikeJohnson,J000299,RepMikeJohnson,RepMikeJohnson,UCzqBEpeIaDEfvAtsA53Fx2Q,827279765287559171,,RepMikeJohnson,
R000606,MD,Democrat,Jamie Raskin,https://raskin.house.gov,RepRaskin,8.069063552148521e+17,repraskin,R000606,RepRaskin,repraskin,UChxDE6vho5BfBTOqiBsDmKg,806906355214852096,,repraskin,
B001301,MI,Republican,Jack Bergman,https://bergman.house.gov,RepJackBergman,8.152416121544172e+17,RepJackBergman,B001301,RepJackBergman,RepJackBergman,,815241612154417152,RepJackBergman,RepJackBergman,
B001305,NC,Republican,Ted Budd,https://www.budd.senate.gov,RepTedBudd,8.171384926145249e+17,RepTedBudd,B001305,RepTedBudd,RepTedBudd,,817138492614524928,@sentedbudd,sentedbudd,
B001298,NE,Republican,Don Bacon,https://bacon.house.gov,RepDonBacon,8.189751244603351e+17,RepDonBacon,B001298,RepDonBacon,RepDonBacon,UCR9abI1lZzAZ6HwQXc-dLFQ,818975124460335106,,RepDonBacon,
G000583,NJ,Democrat,Josh Gottheimer,https://gottheimer.house.gov,RepJoshG,8.15310506596692e+17,RepJoshG,G000583,RepJoshG,RepJoshG,,815310506596691968,,RepJoshG,
R000608,NV,Democrat,Jacky Rosen,https://www.rosen.senate.gov,SenJackyRosen,8.18554054309716e+17,RepJackyRosen,R000608,SenJackyRosen,RepJackyRosen,,818554054309715969,,repjackyrosen,
E000297,NY,Democrat,Adriano Espaillat,https://espaillat.house.gov,RepEspaillat,8.17076257770836e+17,RepEspaillat,E000297,RepEspaillat,RepEspaillat,UCi0niBYFhEY70Dz8InbX5OQ,817076257770835968,,repadrianoespaillat,
F000466,PA,Republican,Brian K. Fitzpatrick,https://fitzpatrick.house.gov,RepBrianFitz,8.163032635869143e+17,repbrianfitzpatrick,F000466,RepBrianFitz,repbrianfitzpatrick,UCYMNcgHss4_Q5JY2vSvMpgw,816303263586914304,,repbrianfitz,
S001199,PA,Republican,Lloyd Smucker,https://smucker.house.gov,RepSmucker,41417564.0,RepSmucker,S001199,RepSmucker,RepSmucker,UCs5iMvWy-oTHyf5HuwB7FCg,41417564,,,
K000392,TN,Republican,David Kustoff,https://kustoff.house.gov,RepDavidKustoff,8.160121245059318e+17,RepDavidKustoff,K000392,RepDavidKustoff,RepDavidKustoff,UCK6U4plOKKMrCjv_h59spGQ,816012124505931780,,repdavidkustoff,
G000581,TX,Democrat,Vicente Gonzalez,https://gonzalez.house.gov,RepGonzalez,8.185361525882388e+17,USCongressmanVicenteGonzalez,G000581,RepGonzalez,USCongressmanVicenteGonzalez,UC5H6oYLKQ_xIXO5CG7fh4hw,818536152588238849,,repvicentegonzaleztx,
A000375,TX,Republican,Jodey C. Arrington,https://arrington.house.gov,RepArrington,8.162846646588744e+17,JodeyArrington,A000375,RepArrington,JodeyArrington,,816284664658874368,UC3lif8TFPOe-tJ2-pE4Rp7Q,repjodeyarrington,
J000298,WA,Democrat,Pramila Jayapal,https://jayapal.house.gov,RepJayapal,8.157332909551124e+17,RepJayapal,J000298,RepJayapal,RepJayapal,UCmyD0_-2Oowkfwc_Raghclw,815733290955112448,,repjayapal,
E000298,KS,Republican,Ron Estes,https://estes.house.gov,RepRonEstes,8.547150711168492e+17,RepRonEstes,E000298,RepRonEstes,RepRonEstes,UC2clc28qcehIqotHQcthnWA,854715071116849157,,RepRonEstes,
N000190,SC,Republican,Ralph Norman,https://norman.house.gov,RepRalphNorman,8.804806311086449e+17,RepRalphNorman,N000190,RepRalphNorman,RepRalphNorman,,880480631108644864,UCVVIZjUpGRB1pgQGDBVBU8Q,repralphnorman,
G000585,CA,Democrat,Jimmy Gomez,https://gomez.house.gov,RepJimmyGomez,2371339658.0,RepJimmyGomez,G000585,RepJimmyGomez,RepJimmyGomez,,2371339658,UCOmm091WM6D01xTdzsWNvbQ,repjimmygomez,
C001114,UT,Republican,John R. Curtis,https://www.curtis.senate.gov,RepJohnCurtis,9.316144830504141e+17,RepJohnCurtis,C001114,RepJohnCurtis,RepJohnCurtis,UChAQ4MD-HigmGnImSoAKBVA,931614483050414080,,repjohncurtis,
S001203,MN,Democrat,Tina Smith,https://www.smith.senate.gov,SenTinaSmith,9.410006862753874e+17,USSenTinaSmith,S001203,SenTinaSmith,USSenTinaSmith,,941000686275387392,,senatortinasmith,
H001079,MS,Republican,Cindy Hyde-Smith,https://www.hydesmith.senate.gov,SenHydeSmith,9.833482519728169e+17,SenatorCindyHydeSmith,H001079,SenHydeSmith,SenatorCindyHydeSmith,UCJHxkJhGST0NTlkzJHWV03Q,983348251972816896,,sencindyhydesmith,
C001115,TX,Republican,Michael Cloud,https://cloud.house.gov,RepCloudTX,1.0398796584001126e+18,RepCloudTX,C001115,RepCloudTX,RepCloudTX,,1039879658400112640,RepCloudTX,repcloudtx,
B001306,OH,Republican,Troy Balderson,https://balderson.house.gov,RepBalderson,1.0373415365923103e+18,RepTroyBalderson,B001306,RepBalderson,RepTroyBalderson,,1037341536592310272,UCm6vJzx-mu4Xr56FnQKRz0w,,
H001082,OK,Republican,Kevin Hern,https://hern.house.gov,repkevinhern,1.0678185391790244e+18,repkevinhern,H001082,repkevinhern,repkevinhern,,1067818539179024386,UC9XRRGCgGOEtEOwUAo1rYZg,,
M001206,NY,Democrat,Joseph D. Morelle,https://morelle.house.gov,RepJoeMorelle,1.064595993222615e+18,RepJoeMorelle,M001206,RepJoeMorelle,RepJoeMorelle,,1064595993222615040,,,
S001205,PA,Democrat,Mary Gay Scanlon,https://scanlon.house.gov,RepMGS,1.0675412146715771e+18,repmgs,S001205,RepMGS,repmgs,,1067541214671577093,,repmgs,
C001055,HI,Democrat,Ed Case,https://case.house.gov,RepEdCase,1.0813505745898332e+18,RepEdCase,C001055,RepEdCase,RepEdCase,,1081350574589833221,RepEdCase,repedcase,
H001066,NV,Democrat,Steven Horsford,https://horsford.house.gov,RepHorsford,389840566.0,,H001066,RepHorsford,,,389840566,UCNEpy5bPXiyAavRzYnPlhDQ,rephorsford,
S001211,AZ,Democrat,Greg Stanton,https://stanton.house.gov,RepGregStanton,1.0808850784257843e+18,repgregstanton,S001211,RepGregStanton,repgregstanton,,1080885078425784320,,repgregstanton,
H001090,CA,Democrat,Josh Harder,https://harder.house.gov,RepJoshHarder,1.0808511521519534e+18,,H001090,RepJoshHarder,,,1080851152151953410,,,
L000593,CA,Democrat,Mike Levin,https://levin.house.gov,RepMikeLevin,1.07213413956062e+18,RepMikeLevin,L000593,RepMikeLevin,RepMikeLevin,,1072134139560620033,UCYFDRohyZgoPy5rXOaVZO-A,RepMikeLevin,
N000191,CO,Democrat,Joe Neguse,https://neguse.house.gov,RepJoeNeguse,1.07874980276514e+18,RepJoeNeguse,N000191,RepJoeNeguse,RepJoeNeguse,,1078749802765139968,,,
C001121,CO,Democrat,Jason Crow,https://crow.house.gov,RepJasonCrow,1.0801918665099018e+18,RepJasonCrow,C001121,RepJasonCrow,RepJasonCrow,,1080191866509901826,,,
H001081,CT,Democrat,Jahana Hayes,https://hayes.house.gov,RepJahanaHayes,1.082086081238102e+18,RepJahanaHayes,H001081,RepJahanaHayes,RepJahanaHayes,,1082086081238102018,UCXngpVME5LZjcdXxZQxSDQA,repjahanahayes,
S001214,FL,Republican,W. Gregory Steube,https://steube.house.gov,RepGregSteube,1.0831256496095068e+18,RepGregSteube,S001214,RepGregSteube,RepGregSteube,,1083125649609506816,@RepGregSteube,repgregsteube,
M001208,GA,Democrat,Lucy McBath,https://mcbath.house.gov,RepLucyMcBath,1.0823804589760512e+18,RepLucyMcBath,M001208,RepLucyMcBath,RepLucyMcBath,,1082380458976051202,,replucymcbath,
F000469,ID,Republican,Russ Fulcher,https://fulcher.house.gov,RepRussFulcher,1.0787418995722404e+18,RepRussFulcher,F000469,RepRussFulcher,RepRussFulcher,,1078741899572240384,UCx2AS0O5frzPB8D6TqJ3Mqg,RepRussFulcher,
G000586,IL,Democrat,"Jesús G. ""Chuy"" García",https://chuygarcia.house.gov,RepChuyGarcia,1.0824277795835412e+18,RepChuyGarcia,G000586,RepChuyGarcia,RepChuyGarcia,,1082427779583541248,,,
C001117,IL,Democrat,Sean Casten,https://casten.house.gov,RepCasten,1.0834722860893962e+18,RepSeanCasten,C001117,RepCasten,RepSeanCasten,,1083472286089396224,,repseancasten,
U000040,IL,Democrat,Lauren Underwood,https://underwood.house.gov,RepUnderwood,1.0805394385084006e+18,,U000040,RepUnderwood,,,1080539438508400642,,,
B001307,IN,Republican,James R. Baird,https://baird.house.gov,RepJimBaird,1.0863164944500326e+18,RepJimBaird,B001307,RepJimBaird,RepJimBaird,,1086316494450032640,UCAe6fGhotC9J9tR_QONYzFA,,
D000629,KS,Democrat,Sharice Davids,https://davids.house.gov,RepDavids,1.0805161163954995e+18,,D000629,RepDavids,,,1080516116395499522,,,
T000482,MA,Democrat,Lori Trahan,https://trahan.house.gov,RepLoriTrahan,1.0798024826400195e+18,reploritrahan,T000482,RepLoriTrahan,reploritrahan,,1079802482640019456,UCsRXg0BmoS4Rkjz-pqX1PmQ,reploritrahan,
P000617,MA,Democrat,Ayanna Pressley,https://pressley.house.gov,RepPressley,1.0805842295101727e+18,RepAyannaPressley,P000617,RepPressley,RepAyannaPressley,,1080584229510172678,UCkhjut8oXdxN7HGg5eRT9Fw,RepAyannaPressley,
S001208,MI,Democrat,Elissa Slotkin,https://www.slotkin.senate.gov,RepSlotkin,1.0784014273478574e+18,SenElissaSlotkin,S001208,RepSlotkin,SenElissaSlotkin,,1078401427347857408,,senslotkin,
S001215,MI,Democrat,Haley M. Stevens,https://stevens.house.gov,RepHaleyStevens,1.0761616110339686e+18,RepHaleyStevens,S001215,RepHaleyStevens,RepHaleyStevens,,1076161611033968640,,,
T000481,MI,Democrat,Rashida Tlaib,https://tlaib.house.gov,RepRashida,1.0797695367301407e+18,RepRashida,T000481,RepRashida,RepRashida,,1079769536730140672,UCl5GK07sD5TZIhKcsDNSExA,reprashida,
C001119,MN,Democrat,Angie Craig,https://craig.house.gov,RepAngieCraig,1.0802223606434857e+18,RepAngieCraig,C001119,RepAngieCraig,RepAngieCraig,,1080222360643485698,,,
O000173,MN,Democrat,Ilhan Omar,https://omar.house.gov,Ilhan,1.0823343527117906e+18,,O000173,Ilhan,,,1082334352711790593,,,
S001212,MN,Republican,Pete Stauber,https://stauber.house.gov,RepPeteStauber,1.0758305990075105e+18,RepPeteStauber,S001212,RepPeteStauber,RepPeteStauber,,1075830599007510535,,,
G000591,MS,Republican,Michael Guest,https://guest.house.gov,RepMichaelGuest,1.0812434683270185e+18,RepMichaelGuest,G000591,RepMichaelGuest,RepMichaelGuest,,1081243468327018496,,,
P000614,NH,Democrat,Chris Pappas,https://pappas.house.gov,RepChrisPappas,1.0677486504854979e+18,,P000614,RepChrisPappas,,,1067748650485497862,,,
V000133,NJ,Republican,Jefferson Van Drew,https://vandrew.house.gov,Congressman_JVD,1.4686770995946988e+18,CongressmanJVD,V000133,Congressman_JVD,CongressmanJVD,,1468677099594698757,UCc5AGO_bQLeiv313Bbr35fg,jeffvandrew,
K000394,NJ,Democrat,Andy Kim,https://www.kim.senate.gov,,,SenatorAndyKim,K000394,,SenatorAndyKim,,,,SenatorAndyKim,
S001207,NJ,Democrat,Mikie Sherrill,https://sherrill.house.gov,RepSherrill,1.0805696985368781e+18,RepMikieSherrill,S001207,RepSherrill,RepMikieSherrill,,1080569698536878081,,,
L000590,NV,Democrat,Susie Lee,https://susielee.house.gov,RepSusieLee,1.0790615799734395e+18,RepSusieLee,L000590,RepSusieLee,RepSusieLee,,1079061579973439488,,repsusielee,
O000172,NY,Democrat,Alexandria Ocasio-Cortez,https://ocasio-cortez.house.gov,RepAOC,1.0791045632805274e+18,repaoc,O000172,RepAOC,repaoc,,1079104563280527364,,,
D000631,PA,Democrat,Madeleine Dean,https://dean.house.gov,RepDean,567508925.0,RepMadeleineDean,D000631,RepDean,RepMadeleineDean,,567508925,UCHj4veUyhPzzOW-Jvn7MqUg,repmadeleinedean,
H001085,PA,Democrat,Chrissy Houlahan,https://houlahan.house.gov,RepHoulahan,1.0528966207974605e+18,RepChrissyHoulahan,H001085,RepHoulahan,RepChrissyHoulahan,,1052896620797460481,UCGydnnhsUZqFBscmcWcT-zQ,repchrissyhoulahan,
M001204,PA,Republican,Daniel Meuser,https://meuser.house.gov,RepMeuser,1.0805747936305275e+18,RepMeuser,M001204,RepMeuser,RepMeuser,,1080574793630527505,,,
J000302,PA,Republican,John Joyce,https://johnjoyce.house.gov,RepJohnJoyce,1.082311988926124e+18,,J000302,RepJohnJoyce,,,1082311988926124036,,,
R000610,PA,Republican,Guy Reschenthaler,https://reschenthaler.house.gov,GReschenthaler,4205133682.0,GReschenthaler,R000610,GReschenthaler,GReschenthaler,,4205133682,RepGuyReschenthaler,greschenthaler,
T000480,SC,Republican,William R. Timmons IV,https://timmons.house.gov,RepTimmons,1.0797708523029586e+18,reptimmons,T000480,RepTimmons,reptimmons,,1079770852302958592,,reptimmons,
J000301,SD,Republican,Dusty Johnson,https://dustyjohnson.house.gov,RepDustyJohnson,1.0747823725944136e+18,,J000301,RepDustyJohnson,,,1074782372594413569,,,
B001309,TN,Republican,Tim Burchett,https://burchett.house.gov,RepTimBurchett,1.0288548040874926e+18,,B001309,RepTimBurchett,,,1028854804087492613,,,
R000612,TN,Republican,John W. Rose,https://johnrose.house.gov,RepJohnRose,1.0813123100592538e+18,repjohnrose,R000612,RepJohnRose,repjohnrose,,1081312310059253763,,,
C001120,TX,Republican,Dan Crenshaw,https://crenshaw.house.gov,RepDanCrenshaw,1.0808949313114317e+18,RepDanCrenshaw,C001120,RepDanCrenshaw,RepDanCrenshaw,,1080894931311431682,UC2XDiCjAHtJqnSEzrHAY5IQ,dancrenshawtx,
G000589,TX,Republican,Lance Gooden,https://gooden.house.gov,,,,G000589,,,,,UCaEs0pYlL_1cLlPBHfl0RIg,,
F000468,TX,Democrat,Lizzie Fletcher,https://fletcher.house.gov,RepFletcher,1.0759043772217221e+18,RepFletcher,F000468,RepFletcher,RepFletcher,,1075904377221722113,UCIWDLoDPvawP118TNWi-9rg,repfletcher,
E000299,TX,Democrat,Veronica Escobar,https://escobar.house.gov,RepEscobar,1.0755178065511547e+18,RepEscobar,E000299,RepEscobar,RepEscobar,,1075517806551154689,UC46TX2P8K0CA_4gZv8_R2Og,repescobar,
R000614,TX,Republican,Chip Roy,https://roy.house.gov,RepChipRoy,1.0827906002929254e+18,,R000614,RepChipRoy,,,1082790600292925440,,,
G000587,TX,Democrat,Sylvia R. Garcia,https://sylviagarcia.house.gov,RepSylviaGarcia,1.0805872631327334e+18,RepSylviaGarcia,G000587,RepSylviaGarcia,RepSylviaGarcia,,1080587263132733442,,,
C001118,VA,Republican,Ben Cline,https://cline.house.gov,RepBenCline,1.0721583572371743e+18,RepBenCline,C001118,RepBenCline,RepBenCline,,1072158357237174272,@congressmanbencline8000,repbencline,
S001216,WA,Democrat,Kim Schrier,https://schrier.house.gov,RepKimSchrier,1.080462532815532e+18,repkimschrier,S001216,RepKimSchrier,repkimschrier,,1080462532815532032,,,
S001213,WI,Republican,Bryan Steil,https://steil.house.gov,RepBryanSteil,1.07520569162172e+18,,S001213,RepBryanSteil,,,1075205691621720064,,,
M001205,WV,Republican,Carol D. Miller,https://miller.house.gov,RepCarolMiller,1.0813187165734707e+18,RepCarolMiller,M001205,RepCarolMiller,RepCarolMiller,,1081318716573470720,,,
S001217,FL,Republican,Rick Scott,https://www.rickscott.senate.gov,SenRickScott,131546062.0,RickScottSenOffice,S001217,SenRickScott,RickScottSenOffice,UC-Y9pFmW4PYGZHkC8lcqSkQ,131546062,,flsenrickscott,
H001089,MO,Republican,Josh Hawley,https://www.hawley.senate.gov,SenHawleyPress,1.080960924687704e+18,SenatorHawley,H001089,SenHawleyPress,SenatorHawley,,1080960924687704064,UCMzt8xq6qQ3XQ_DlNfJx0-w,senatorhawley,
G000592,ME,Democrat,Jared F. Golden,https://golden.house.gov,RepGolden,1.0808916673082982e+18,,G000592,RepGolden,,,1080891667308298240,,,
M001210,NC,Republican,Gregory F. Murphy,https://murphy.house.gov,RepGregMurphy,1.1739780705350246e+18,RepGregMurphy,M001210,RepGregMurphy,RepGregMurphy,,1173978070535024642,,repgregmurphy,
M000687,MD,Democrat,Kweisi Mfume,https://mfume.house.gov,RepKweisiMfume,1.2762097023224381e+18,RepKweisiMfume,M000687,RepKweisiMfume,RepKweisiMfume,,1276209702322438148,UCbE6PJy-4U0DxosEW2TBQRA,repkweisimfume,
T000165,WI,Republican,Thomas P. Tiffany,https://tiffany.house.gov,RepTiffany,1.2678410663356826e+18,RepTiffany,T000165,RepTiffany,RepTiffany,,1267841066335682562,,,
K000377,AZ,Democrat,Mark Kelly,https://www.kelly.senate.gov,SenMarkKelly,1.3249262748888883e+18,SenMarkKelly,K000377,SenMarkKelly,SenMarkKelly,,1324926274888888320,SenMarkKelly,senmarkkelly,
L000571,WY,Republican,Cynthia M. Lummis,https://www.lummis.senate.gov,SenLummis,22831059.0,sencynthialummis,L000571,SenLummis,sencynthialummis,,22831059,,sencynthialummis,
I000056,CA,Republican,Darrell Issa,https://issa.house.gov,repdarrellissa,63650107.0,congressmandarrellissa,I000056,repdarrellissa,congressmandarrellissa,,63650107,,,
S000250,TX,Republican,Pete Sessions,https://sessions.house.gov,PeteSessions,24735461.0,petesessions,S000250,PeteSessions,petesessions,,24735461,@congressmanpetesessions,congressmanpetesessions,
V000129,CA,Republican,David G. Valadao,https://valadao.house.gov,RepDavidValadao,1128514404.0,CongressmanDavidValadao,V000129,RepDavidValadao,CongressmanDavidValadao,,1128514404,,,
T000278,AL,Republican,Tommy Tuberville,https://www.tuberville.senate.gov,SenTuberville,1.3457391937214874e+18,RogerMarshallMD,T000278,SenTuberville,RogerMarshallMD,,1345739193721487362,,sentuberville,
H000273,CO,Democrat,John W. Hickenlooper,https://www.hickenlooper.senate.gov,SenatorHick,1.3187283369237873e+18,SenatorHick,H000273,SenatorHick,SenatorHick,,1318728336923787264,UCU6pcq-AZA9wnmIPBj6ePwQ,senatorhick,
H000601,TN,Republican,Bill Hagerty,https://www.hagerty.senate.gov,SenatorHagerty,1.3468736108756541e+18,SenatorBillHagerty,H000601,SenatorHagerty,SenatorBillHagerty,,1346873610875654147,UCqLlLx05ScUwxVHvevyaDFg,senatorhagerty,
M001212,AL,Republican,Barry Moore,https://barrymoore.house.gov,RepBarryMoore,1.3390060786888253e+18,RepBarryMoore,M001212,RepBarryMoore,RepBarryMoore,,1339006078688825344,,,
O000019,CA,Republican,Jay Obernolte,https://obernolte.house.gov,JayObernolte,272482466.0,,O000019,JayObernolte,,,272482466,,,
K000397,CA,Republican,Young Kim,https://youngkim.house.gov,RepYoungKim,1.3446774014653972e+18,RepYoungKim,K000397,RepYoungKim,RepYoungKim,,1344677401465397249,@RepYoungKim,repyoungkim,
